url,title,year,program,department,faculty,abstract,keywords,is_english
https://vskp.vse.cz/100385_regularizacni-techniky-pro-konvolucni-neuronove-site-v-klasifikaci-empiricke-srovnani,Regularizační Techniky pro Konvoluční Neuronové Sítě v Klasifikaci: Empirické Srovnání,2026,Data Analytics,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"This thesis investigates the effectiveness of regularization techniques for convolutional neural networks, specifically for image classification. Overfitting remains one of the biggest challenges when creating a working neural network, particularly if it is a deep neural network or when working with complex training data. A wide range of regularization techniques have been created, five were selected for evaluation in this thesis: Label Smoothing, DropBlock, SaliencyMix, Stochastic Weight Averaging (SWA) and Sharpness Aware Minimization (SAM). Experiments are conducted across two datasets: Oxford-IIIT Pet and STL10 and two architectures: ResNet-18 and a custom simple CNN. This allows for a fair comparison across different levels of model complexity and dataset difficulty. An additional experiment was conducted using 20% of the training data to test the techniques under the condition of limited training data. The results show that Label Smoothing achieved the best average test accuracy, while DropBlock achieved the best balance between test accuracy and generalization gap. SaliencyMix showed inconsistency, performing well on the simpler dataset and poorly on the more difficult one. SAM severely overfitted when used with ResNet-18, likely due to the short training length, while SWA underperformed relative to expectations, most likely due to the limited number of epochs. When faced with limited training data, data augmentation techniques, SaliencyMix, showed a large improvement over the other techniques, which is consistent with literature. The conclusion of this thesis is that no single regularization technique is the best across all datasets and architectures, and their selection needs to be carefully guided by every aspect of the neural network and dataset.",regularization techniques; neural networks; image classification; deep learning,False
https://vskp.vse.cz/100233_hodnoceni-kvality-informaci-na-internetu-chatgpt-vs-google-search,Hodnocení kvality informací na internetu: ChatGPT vs. Google Search,2026,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Bakalářská práce se zabývá srovnáním kvality informací poskytovaných generativním modelem ChatGPT a vyhledávačem Google Search. Hlavním cílem práce je na základě stanovených kritérií analyzovat a porovnat výstupy těchto nástrojů a zhodnotit jejich subjektivní vnímání běžnými uživateli.  Teoretická část vymezuje základní koncepty informační vědy, modely informační gramotnosti a specifika digitálního prostředí, včetně rizik spojených s informačním přetížením a dezinformacemi. Práce dále popisuje technické principy fungování webových vyhledávačů a velkých jazykových modelů.  Praktická část kombinuje objektivní experimentální analýzu s kvantitativním dotazníkovým šetřením. Analýza hodnotí kvalitu odpovědí osmi vybraných dotazů z faktografické, vysvětlující, aktuální a kontroverzní oblasti podle pěti kritérií: přesnost, aktuálnost, ověřitelnost, objektivita a relevance. Práce navíc analyzuje konzistenci odpovědí ChatGPT při opakovaném zadání dotazů. Dotazník zkoumá uživatelský pohled. Zaměřuje se na frekvenci a účely využití obou nástrojů, vnímanou důvěryhodnost a ověřování informací napříč věkovými kategoriemi.  Výsledky ukazují, že ChatGPT dosahoval v experimentální analýze celkově vyššího hodnocení než Google Search, zatímco uživatelé nadále vnímali Google Search jako důvěryhodnější a častěji využívaný nástroj. Práce tak poukazuje na rozdíl mezi hodnocenou kvalitou informací a jejich subjektivním vnímáním uživateli.",kvalita informací; Google Search; ChatGPT; uživatelské vnímání,False
https://vskp.vse.cz/100300_analyza-a-overeni-efektivnich-strategii-pro-tvorbu-uspesneho-youtube-videa-pripadova-studie,Analýza a ověření efektivních strategií pro tvorbu úspěšného YouTube videa (Případová studie),2026,Informační média a služby,Katedra systémové analýzy,Fakulta informatiky a statistiky,"Tato bakalářská práce se zabývá analýzou a optimalizací strategií pro tvorbu videoobsahu na platformě YouTube v kontextu moderních doporučovacích systémů. Hlavním cílem práce je identifikovat faktory úspěšnosti ovlivňující neuronové sítě platformy a následně je empiricky ověřit formou případové studie na autorském kanále „Banda Chlupatých Opic“. Teoretická část kriticky analyzuje evoluci algoritmů od metriky View Count po současné modely založené na hlubokém učení a porovnává oficiální tvrzení o důležitosti doby sledování (Watch Time) s nezávislými studiemi, které u menších kanálů identifikují jako klíčovou vstupní metriku míru prokliku (CTR). Praktická část je koncipována jako experimentální studie typu pre-test/post-test. Srovnává výkonnost kontrolního vzorku (původní tvorba) s experimentálním vzorkem videí, u nichž byly důsledně aplikovány strategie optimalizace metadat, vizuální psychologie (náhledové obrázky) a dramaturgie (retence). Získaná data jsou vyhodnocena prostřednictvím nástroje YouTube Analytics. Výstupem práce je soubor daty podložených doporučení pro začínající tvůrce, která reflektují aktuální mechanismy algoritmické distribuce obsahu.",YouTube; algoritmus; optimalizace obsahu; video marketing; CTR; Watch Time; případová studie,False
https://vskp.vse.cz/98909_jak-ai-meni-zpusob-vyhledavani-informaci-na-internetu,Jak AI mění způsob vyhledávání informací na internetu,2026,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Práce se zabývá analýzou toho, jak moderní AI chatboti, kteří fungují na základě velkých jazykových modelů, mění proces vyhledávání informací na internetu. Zvláštní pozornost je věnována tomu, do jaké míry mohou představovat alternativu ke tradičním vyhledávacím systémům a jak přispívají k postupné změně uživatelského chování při práci s informacemi. Teoretická část se věnuje vývoji vyhledávání, principům fungování vyhledávačů, jejich omezením a evoluci generativních modelů. Empirická část zahrnuje experimentální srovnání tří nejpoužívanějších AI chatbotů, konkrétně ChatGPT, Google Gemini, Microsoft Copilot, a tradičního vyhledávače Google na souboru dvaceti složitých testovacích dotazů z různých kategorií. Tyto dotazy byly koncipovány jako modelové otázky běžného uživatele, aby co nejlépe odrážely reálné situace, ve kterých lidé využívají vyhledávací nástroje. Odpovědi byly hodnoceny podle určitých kritérií, mezi která patří přesnost, aktuálnost a relevance.  Práce také zdůrazňuje rostoucí trend integrace generativní umělé inteligence do vyhledávacích nástrojů a vývoj funkcí, které kombinují tradiční indexované vyhledávání s možnostmi generativních modelů. Takový přístup otevírá perspektivy pro nové formy práce s informacemi a rozkrývá možné směry dalšího vývoje v této oblasti.",AI; chatbot; vyhledávání; informace; LLM,False
https://vskp.vse.cz/100404_vyhledavani-informaci-v-dobe-generativni-umele-inteligence,Vyhledávání informací v době generativní umělé inteligence,2026,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"S rostoucí popularitou konverzačních systémů umělé inteligence se tyto nástroje stále častěji využívají jako zdroj informací. Tato bakalářská práce se zabývá porovnáním spolehlivosti poskytovaných informací a uživatelského úsilí potřebného k jejich získání u vybraných AI systémů ve srovnání s internetovým vyhledávačem. Teoretická část popisuje principy fungování internetových vyhledávačů a problémy spojené s vyhledáváním informací na internetu. Dále jsou přiblíženy základy umělé inteligence včetně jejích podoborů, principy fungování velkých jazykových modelů a rizika spojená s generativní umělou inteligencí. Praktická část je založena na testování systémů ChatGPT, Google Gemini, Microsoft Copilot a vyhledávače Google na sadě dvaceti dotazů rozdělených do čtyř kategorií, které zahrnovaly aktuální informace, faktické dotazy, legislativní a spotřebitelské dotazy. Získané odpovědi byly následně hodnoceny z hlediska správnosti a náročnosti jejich získání. Výsledky ukázaly, že vyhledávač Google dosahuje vyšší spolehlivosti, avšak za cenu vyšší náročnosti získání informací pro uživatele. Naopak systémy umělé inteligence obecně vykazují nižší uživatelské úsilí, přičemž jejich odpovědi dosahují nižší spolehlivosti.",generativní umělá inteligence; webové vyhledávače; velké jazykové modely; vyhledávání informací; AI systémy,False
https://vskp.vse.cz/100350_predikce-vyhry-profesionalnich-zapasu-v-dota-2,Predikce výhry profesionálních zápasů v Dota 2,2026,Matematické metody v ekonomii,Katedra ekonometrie,Fakulta informatiky a statistiky,"This thesis is dedicated to the subject matter of win prediction in an esport title Dota 2. The aim of the thesis is construction of models for prediction with the use of data, which are available before the beginning of the match in the shape of selected heroes and data obtained through the progression of a match at the 10 minute mark, such as difference in gold between teams, difference in taken towers or amount of activated runes. There is description of data in the thesis, the construction of logistic regression, random forest and extreme gradient boosting models. The logistic regression model is constructed with all variables except the difference in gold and experience, which have high multicollinearity with the other variables, but are kept in the random forest and extreme gradient boosting models to capture more complex relationships between variables. All the created models are then evaluated with the use of evaluation metrics and their quality of prediction is compared between them.",win prediction; Dota 2; logistic regression; machine learning models,False
https://vskp.vse.cz/100588_analyza-a-srovnani-modelu-binarni-volby-pri-predikci-smeru-pohybu-akciovych-indexu,Analýza a srovnání modelů binární volby při predikci směru pohybu akciových indexů,2026,Matematické metody v ekonomii,Katedra ekonometrie,Fakulta informatiky a statistiky,"Tato práce se zabývá srovnáním klasických ekonometrických modelů binární volby a mo- derních algoritmů strojového učení při predikci směrového pohybu cen akciových indexů. Hlavním cílem práce je posoudit, zda metody strojového učení, jako jsou Random Forest či Gradient Boosting, poskytují signifikantně přesnější predikce než klasická logistická regrese, a identifikovat faktory, které tuto úspěšnost ovlivňují. Cílem práce je také zjistit, zda se pre- dikční schopnost modelů liší u akciových indexů plně rozvinutých trhů (SP 500) a indexů rozvíjejících se trhů (PX, WIG20).",walk-forward validace; predikce akciových indexů; rozvíjející se trhy; logistická regrese,False
https://vskp.vse.cz/100336_porovnani-moznosti-vyuziti-jazykovych-modelu-pro-reseni-distribucnich-uloh,Porovnání možností využití jazykových modelů pro řešení distribučních úloh,2026,Matematické metody v ekonomii,Katedra ekonometrie,Fakulta informatiky a statistiky,"Předmětem této bakalářské práce je analýza a porovnání schopností současných velkých jazykových modelů při řešení optimalizačních úloh, konkrétně dopravního problému. Práce si klade za cíl zhodnotit, zda a s jakou přesností jsou vybrané jazykové modely (GPT, Claude, Gemini a Grok) schopny nalézt optimální řešení těchto úloh. V teoretické části jsou popsány základní principy fungování jazykových modelů a matematické formulace úloh lineárního programování. Praktická část se pak věnuje návrhu a realizaci testování vybraných jazykových modelů, kdy tyto modely řešily různě rozsáhlé úlohy dopravního problému v základní podobě za různých podmínek (teplota komunikace, způsoby zadání či nařízení metody řešení). Analýza výsledků prokázala, že v současné době žádný z těchto jazykových modelů není schopen spolehlivě nahradit specializované řešitele problémů lineárního programování ani u úloh malého rozsahu (do sta strukturních proměnných). Práce ilustruje aktuální možnosti a omezení umělé inteligence v oblasti operačního výzkumu a nabízí podněty pro další analýzy schopností jazykových modelů v oblasti kvantitativního rozhodování.",Lineární programování; Velké jazykové modely (LLM); Optimalizace; Operační výzkum; Dopravní problém,False
https://vskp.vse.cz/100424_kauzalni-vliv-zdravotnickych-zdroju-na-umrtnost-mezinarodni-komparativni-analyza,Kauzální vliv zdravotnických zdrojů na úmrtnost: mezinárodní komparativní analýza,2026,Matematické metody v ekonomii,Katedra ekonometrie,Fakulta informatiky a statistiky,"This thesis examines the effect of healthcare resources on mortality in a panel of 127 low-, lower-middle-, and upper-middle-income countries observed from 2000 to 2018. The analysis focuses on physician density and per capita health expenditure as the main healthcare inputs, while infant mortality, under-five mortality, and maternal mortality are used as the outcome variables. To address non-stationarity and unobserved country heterogeneity, the empirical strategy combines first-differenced two-way fixed-effects models with Driscoll--Kraay standard errors and a Double/Debiased Machine Learning estimator for static panel data, implemented with four flexible learners.  The results provide the strongest evidence for a negative relationship between per capita health expenditure and under-five mortality. In the DML estimates, the LASSO coefficient on log per-capita health expenditure for under-five mortality is approximately -0.04 and statistically significant at the five percent level, while the elastic net and random forest estimates are similar in sign and magnitude but only marginally significant. For infant mortality, the estimated health-expenditure coefficients are also negative across learners, but they do not reach conventional five-percent significance levels. Physician density, by contrast, does not provide robust evidence of mortality-reducing effects once flexible functional forms are allowed. Moreover, the positive physician-density coefficient is inconsistent with theoretical expectations and may reflect remaining endogeneity, including reverse causality. The interaction models likewise do not support the hypothesis that physician density becomes more effective when supported by greater nursing availability or higher health expenditure. Overall, the findings suggest that health financing is more consistently related to short-run improvements in child mortality than physician availability.",causal inference; double/debiased machine learning; healthcare resources; child and maternal mortality; fixed effects,False
https://vskp.vse.cz/100297_schopnost-gen-z-rozlisovat-mezi-lidskym-a-ai-vytvorenym-textem-v-zavislosti-na-urovni-vyuzivani-generativni-umele-inteligence,Schopnost Gen Z rozlišovat mezi lidským a AI vytvořeným textem v závislosti na úrovni využívání generativní umělé inteligence,2026,Multimédia v ekonomické praxi,Katedra multimédií,Fakulta informatiky a statistiky,"Tato bakalářská práce se zabývá schopností zástupců Generace Z rozlišovat mezi texty psanými člověkem a texty vygenerovanými nástroji umělé inteligence v českém jazyce. Hlavním cílem výzkumu bylo zjistit, zda frekvence využívání generativních AI nástrojů a úroveň uživatelských zkušeností ovlivňují úspěšnost detekce syntetického obsahu. Teoretická část práce vymezuje fungování velkých jazykových modelů a koncept AI gramotnosti v kontextu cílové skupiny. Praktická část je založena na kvantitativním dotazníkovém šetření, v němž měli respondenti za úkol určit autorství u ukázek na téma zpravodajství, poezie a příspěvků na fóru. Výsledky výzkumu ukázaly, že celková úspěšnost v odhalování AI textů je 55 %. K překvapivým zjištěním patří, že vyšší frekvence používání ani pokročilé zkušenosti s AI nástroji nevedou k lepším výsledkům při detekci. Navíc se nepotvrdil předpoklad, že by uživatelé dokázali lépe identifikovat výstupy z jazykového modelu, který sami preferují. Práce dochází k závěru, že dnešní generované texty v češtině jsou pro Generaci Z prakticky nerozpoznatelné, což zdůrazňuje nutnost aktivní edukace a průběžného rozvoje AI gramotnosti ve vzdělávacím systému.",Generace Z; generativní umělá inteligence; velké jazykové modely; čeština; LLM; AI gramotnost; detekce syntetického textu,False
